,Título,Género,Subgénero,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Género_idx,Downloaded
4049,Pecado,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/770/Pecado/,True,False,False,True,5,True
4723,Si te alejas de mí,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/6798/Si-te-alejas-de-mi/,True,False,False,False,5,True
5035,Te presentí,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/6005/Te-presenti/,True,False,False,False,5,True
28,A la luz de la luna,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/4363/A-la-luz-de-la-luna/,True,False,False,False,3,True
322,Amor en Budapest,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/1850/Amor-en-Budapest/,True,False,False,False,3,True
401,Aquel pierrot,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/4365/Aquel-pierrot/,True,False,False,False,3,True
513,Ay Josefina,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/6929/Ay-Josefina/,True,True,False,False,3,True
648,Bigotito [b],Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/1081/Bigotito-[b]/,True,False,False,False,3,True
820,Camino al Don,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/2084/Camino-al-Don/,True,False,False,False,3,True
1278,Cuando Böhr toca el saxofón,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/5268/Cuando-B%c3%b6hr-toca-el-saxofon/,True,False,False,False,3,True
1501,Despídeme con un beso,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/6901/Despideme-con-un-beso/,True,True,False,False,3,True
1690,El casamiento no me interesa,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/4256/El-casamiento-no-me-interesa/,True,False,False,False,3,True
2101,Eso,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/961/Eso/,True,False,False,False,3,True
2526,Isabel,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/2756/Isabel/,True,False,False,False,3,True
2628,La canción del ukelele,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/4124/La-cancion-del-ukelele/,True,False,False,False,3,True
2714,La hija de japonesita,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/5280/La-hija-de-japonesita/,True,False,False,False,3,True
2921,Las estrellas envidian tu hermosura,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/2845/Las-estrellas-envidian-tu-hermosura-Dolly/,True,False,False,False,3,True
3184,Manos brujas,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/3252/Manos-brujas/,True,True,False,True,3,True
3853,Oh París,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/3436/Oh-Paris/,True,False,False,False,3,True
4089,Pero hay una melena,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/2274/Pero-hay-una-melena/,True,False,True,True,3,True
4238,Por qué te obstinas en amar a otro,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/787/Por-que-te-obstinas-en-amar-a-otro-si-hoy-es-lunes/,True,False,False,False,3,True
4289,Preguntas y respuestas,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/2840/Preguntas-y-respuestas/,True,False,False,False,3,True
4412,Quién (Who),Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/5430/Quien-Who/,True,False,False,False,3,True
4566,Rubias de New York,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/226/Rubias-de-New-York/,True,True,True,True,3,True
5599,Y los domingos por Florida,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/5269/Y-los-domingos-por-Florida/,True,False,False,False,3,True
5679,Yo nací para ti tu serás para mí,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/3007/Yo-naci-para-ti-tu-seras-para-mi/,True,False,False,False,3,True
5722,Yo tengo una nena (I’ve got the gir,Foxtrot,Foxtrot,https://www.todotango.com/musica/tema/6779/Yo-tengo-una-nena-Ive-got-the-girl/,True,False,False,False,3,True
2647,La charlatana,Otros ritmos,Mazurca,https://www.todotango.com/musica/tema/4518/La-charlatana/,True,True,False,False,5,True
2700,La florista [b],Otros ritmos,Mazurca,https://www.todotango.com/musica/tema/3535/La-florista-[b]/,True,False,False,False,5,True
83,A pata suelta,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/1202/A-pata-suelta/,True,False,False,False,5,True
172,Afilador,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/2002/Afilador/,True,False,False,True,5,True
189,Ahijuna canejo po rom pom pom,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/6695/Ahijuna-canejo-po-rom-pom-pom/,True,False,False,False,5,True
312,Amor cómo me has ponido,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/4308/Amor-como-me-has-ponido/,True,False,False,False,5,True
502,Ave María Purísima,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/9736/Ave-Maria-Purisima/,True,False,False,False,5,True
541,Bajando la serranía,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/5784/Bajando-la-serrania/,True,True,False,False,5,True
757,Cadenita de amor,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/5107/Cadenita-de-amor/,True,True,False,True,5,True
824,Campana de largada,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/7895/Campana-de-largada/,True,True,False,False,5,True
1111,Como aniyo al dedo,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/6588/Como-aniyo-al-dedo/,True,False,False,False,5,True
1361,De contramano,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/950/De-contramano/,True,False,False,False,5,True
1565,Doña Froilana,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/6321/Dona-Froilana/,True,False,False,False,5,True
1577,Dónde hay un mango,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/2370/Donde-hay-un-mango/,True,False,False,True,5,True
1721,El despreciao,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/7891/El-despreciao/,True,True,False,False,5,True
1791,El mate de la china (En el día de l,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/185/El-mate-de-la-china-En-el-dia-de-la-fiesta/,True,True,False,False,5,True
2002,En la palmera,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/4961/En-la-palmera/,True,True,False,False,5,True
2003,En la tranquera (A Mar del Plata yo,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/2748/En-la-tranquera-A-Mar-del-Plata-yo-me-quiero-ir/,True,True,False,False,5,True
2226,Flor de pajonal,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/1144/Flor-de-pajonal/,True,False,False,False,5,True
2670,La cuadrera,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/6025/La-cuadrera/,True,True,False,False,5,True
2693,La farolera,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/6356/La-farolera/,True,False,False,False,5,True
2753,La mentirosa [b],Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/5449/La-mentirosa-[b]/,True,False,False,False,5,True
2801,La pastelera,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/4864/La-pastelera/,True,False,False,False,5,True
2915,Las chicas del día,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/2233/Las-chicas-del-dia/,True,False,False,False,5,True
2933,Las romerías,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/6112/Las-romerias/,True,True,False,False,5,True
3034,Los amores con la crisis,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/4255/Los-amores-con-la-crisis/,True,False,False,False,5,True
3167,Mañanita de campo,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/3365/Mananita-de-campo/,True,False,False,False,5,True
3234,Martín Pescador,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/2784/Martin-Pescador/,True,False,False,False,5,True
3250,Mate amargo,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/940/Mate-amargo/,True,False,False,False,5,True
3263,Me enamoré una vez,Otros ritmos,Ranchera,https://www.todotango.com/musica/tema/2758/Me-enamore-una-vez/,True,False,False,False,5,True
2183,Farid,Tango,Tango-chamamé,https://www.todotango.com/musica/tema/5151/Farid/,True,False,False,False,7,True
545,Bajo el alero [b],Canción,Canción criolla,https://www.todotango.com/musica/tema/8352/Bajo-el-alero-[b]/,True,True,False,False,1,True
1041,Chinita de trenzas largas,Canción,Canción criolla,https://www.todotango.com/musica/tema/5815/Chinita-de-trenzas-largas/,True,False,False,False,1,True
1609,Eche otra güelta,Canción,Canción criolla,https://www.todotango.com/musica/tema/2004/Eche-otra-guelta/,True,False,False,False,1,True
1688,El carretero,Canción,Canción criolla,https://www.todotango.com/musica/tema/1969/El-carretero/,True,True,False,True,1,True
1877,El rosal de los cerros,Canción,Canción criolla,https://www.todotango.com/musica/tema/1978/El-rosal-de-los-cerros/,True,True,False,True,1,True
2281,Gajito de cedrón,Canción,Canción criolla,https://www.todotango.com/musica/tema/1213/Gajito-de-cedron/,True,False,False,True,1,True
2458,Hopa hopa hopa,Canción,Canción criolla,https://www.todotango.com/musica/tema/2119/Hopa-hopa-hopa/,True,False,False,True,1,True
1000,Chacarera lunfa,Folklore,Chacarera,https://www.todotango.com/musica/tema/5931/Chacarera-lunfa/,True,False,False,False,2,True
1001,Chacarerita del norte,Folklore,Chacarera,https://www.todotango.com/musica/tema/4502/Chacarerita-del-norte/,True,False,False,True,2,True
1567,Doña Rosario,Folklore,Chacarera,https://www.todotango.com/musica/tema/1955/Dona-Rosario/,True,False,False,False,2,True
2230,Flor del campo,Folklore,Chacarera,https://www.todotango.com/musica/tema/1018/Flor-del-campo/,True,False,False,False,2,True
2797,La parecida,Folklore,Chacarera,https://www.todotango.com/musica/tema/6385/La-parecida/,True,False,False,False,2,True
2811,La picardía,Folklore,Chacarera,https://www.todotango.com/musica/tema/1956/La-picardia/,True,False,False,False,2,True
3080,Lucho en el suelo con diamantes,Folklore,Chacarera,https://www.todotango.com/musica/tema/3030/Lucho-en-el-suelo-con-diamantes/,True,False,False,False,2,True
4614,Sauce Grande,Folklore,Chacarera,https://www.todotango.com/musica/tema/5322/Sauce-Grande/,True,False,False,False,2,True
3004,Lluvia y torta frita,Folklore,Sobrepaso,https://www.todotango.com/musica/tema/7158/Lluvia-y-torta-frita/,True,False,False,False,2,True
7,A Carlitos Gardel,Poema,Poema evocativo,https://www.todotango.com/musica/tema/3120/A-Carlitos-Gardel/,True,False,False,False,6,True
8,A Carlos Gardel,Poema,Poema evocativo,https://www.todotango.com/musica/tema/2178/A-Carlos-Gardel/,True,False,False,False,6,True
161,"Adiós, Carlitos Gardel",Poema,Poema evocativo,https://www.todotango.com/musica/tema/1319/Adios-Carlitos-Gardel/,True,False,False,False,6,True
207,Al Mago,Poema,Poema evocativo,https://www.todotango.com/musica/tema/3310/Al-Mago/,True,False,False,False,6,True
931,Carlitos (A Carlos Gardel),Poema,Poema evocativo,https://www.todotango.com/musica/tema/1093/Carlitos-A-Carlos-Gardel/,True,False,False,False,6,True
932,Carlitos Gardel,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1322/Carlitos-Gardel/,True,False,False,False,6,True
934,Carlos Gardel [b],Poema,Poema evocativo,https://www.todotango.com/musica/tema/1327/Carlos-Gardel-[b]/,True,False,False,False,6,True
935,Carlos Gardel [c],Poema,Poema evocativo,https://www.todotango.com/musica/tema/2461/Carlos-Gardel-[c]/,True,False,False,False,6,True
1123,Como Gardel,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1328/Como-Gardel/,True,False,False,False,6,True
1652,El atrapa-corazones,Poema,Poema evocativo,https://www.todotango.com/musica/tema/3043/El-atrapa-corazones/,True,False,False,False,6,True
1777,El llanto de Hispano América,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1321/El-llanto-de-Hispano-America/,True,False,False,False,6,True
2067,Es de todos por igual!,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1879/Es-de-todos-por-igual/,True,False,False,False,6,True
2158,Evocación (A Carlos Gardel),Poema,Poema evocativo,https://www.todotango.com/musica/tema/2168/Evocacion-A-Carlos-Gardel/,True,False,False,False,6,True
2164,Fábula para Gardel,Poema,Poema evocativo,https://www.todotango.com/musica/tema/985/Fabula-para-Gardel/,True,False,False,False,6,True
2289,Gardel,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1364/Gardel/,True,False,False,False,6,True
2293,Gardel: nacimiento y reconocimiento,Poema,Poema evocativo,https://www.todotango.com/musica/tema/5284/Gardel:-nacimiento-y-reconocimiento/,True,False,False,False,6,True
2409,Herencia (a Carlos Gardel),Poema,Poema evocativo,https://www.todotango.com/musica/tema/4039/Herencia-a-Carlos-Gardel/,True,False,False,False,6,True
2438,Historia del tango (apócrifa),Poema,Poema evocativo,https://www.todotango.com/musica/tema/2537/Historia-del-tango-apocrifa/,True,False,False,False,6,True
2547,Jilguerito criollo,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1318/Jilguerito-criollo/,True,False,False,False,6,True
2679,La despedida,Poema,Poema evocativo,https://www.todotango.com/musica/tema/10132/La-despedida/,True,False,False,False,6,True
2814,La pinta de Gardel,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1326/La-pinta-de-Gardel/,True,False,False,False,6,True
3337,Mi acuarela a Carlos Gardel,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1325/Mi-acuarela-a-Carlos-Gardel/,True,False,False,False,6,True
3914,Pa' Carlitos,Poema,Poema evocativo,https://www.todotango.com/musica/tema/2179/Pa-Carlitos/,True,False,False,False,6,True
4594,Salutación a Carlitos Gardel,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1324/Salutacion-a-Carlitos-Gardel/,True,False,False,False,6,True
4597,Salve maestro!,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1320/Salve-maestro/,True,False,False,False,6,True
4624,Se fue Carlitos!,Poema,Poema evocativo,https://www.todotango.com/musica/tema/2582/Se-fue-Carlitos/,True,False,False,False,6,True
5021,Te fuiste a cantar al cielo,Poema,Poema evocativo,https://www.todotango.com/musica/tema/1323/Te-fuiste-a-cantar-al-cielo/,True,False,False,False,6,True
4247,Por tus ojos negros,Otros ritmos,Rumba,https://www.todotango.com/musica/tema/286/Por-tus-ojos-negros/,True,False,True,True,5,True
4797,Sol tropical,Otros ritmos,Rumba,https://www.todotango.com/musica/tema/285/Sol-tropical/,True,True,False,True,5,True
1254,Cosas del amor,Otros ritmos,Polca,https://www.todotango.com/musica/tema/3158/Cosas-del-amor/,True,False,False,False,5,
1942,El viejito del acordeón,Otros ritmos,Polca,https://www.todotango.com/musica/tema/6174/El-viejito-del-acordeon/,True,False,False,False,5,
2648,La chica de enfrente,Otros ritmos,Polca,https://www.todotango.com/musica/tema/814/La-chica-de-enfrente/,True,False,False,False,5,
3740,No se haga mala sangre,Otros ritmos,Polca,https://www.todotango.com/musica/tema/7620/No-se-haga-mala-sangre/,True,True,False,False,5,
2896,La yegüecita [b],Folklore,Cueca,https://www.todotango.com/musica/tema/1958/La-yeguecita-[b]/,True,False,False,False,2,True
3,A bordo de mis zapatos,Milonga,Milonga,https://www.todotango.com/musica/tema/2864/A-bordo-de-mis-zapatos/,True,False,False,False,4,True
4,A Buenos Aires,Milonga,Milonga,https://www.todotango.com/musica/tema/3843/A-Buenos-Aires/,True,False,False,False,4,True
13,A diez centavos la pieza,Milonga,Milonga,https://www.todotango.com/musica/tema/6232/A-diez-centavos-la-pieza/,True,True,False,False,4,True
15,A Don Nicanor Paredes,Milonga,Milonga,https://www.todotango.com/musica/tema/1161/A-Don-Nicanor-Paredes/,True,False,False,False,4,True
30,A la más linda del barrio,Milonga,Milonga,https://www.todotango.com/musica/tema/6759/A-la-mas-linda-del-barrio/,True,False,False,False,4,True
70,A mi teniente querido,Milonga,Milonga,https://www.todotango.com/musica/tema/10226/A-mi-teniente-querido/,True,False,False,False,4,True
72,A mis amigos árabes,Milonga,Milonga,https://www.todotango.com/musica/tema/9694/A-mis-amigos-arabes/,True,False,False,False,4,True
74,A mis amigos israelitas,Milonga,Milonga,https://www.todotango.com/musica/tema/9695/A-mis-amigos-israelitas/,True,False,False,False,4,True
75,A mis manos,Milonga,Milonga,https://www.todotango.com/musica/tema/1834/A-mis-manos/,True,True,False,True,4,
93,A Rosalía,Milonga,Milonga,https://www.todotango.com/musica/tema/3980/A-Rosalia/,True,False,False,False,4,True
97,A todos les cobra treinta,Milonga,Milonga,https://www.todotango.com/musica/tema/3649/A-todos-les-cobra-treinta/,True,False,False,False,4,True
110,Abran cancha [b],Milonga,Milonga,https://www.todotango.com/musica/tema/2481/Abran-cancha-[b]/,True,False,False,False,4,True
